Genename,baseMean,log2FC,lfcSE,stat,p_value,padj
ANKRD20A3,0.053613814,-0.237214347,5.045486996,-0.047015154,0.96250115,NA
RN7SL442P,0.053945714,-0.23721435,5.040653825,-0.047060234,0.962465221,NA
RN7SKP170,0.05392771,-0.23721435,5.040915029,-0.047057796,0.962467164,NA
HNRNPA1P29,0.053981529,-0.23721435,5.040134544,-0.047065083,0.962461356,NA
ARL5AP2,0.054144034,-0.237214352,5.037783931,-0.047087044,0.962443854,NA
MTCO1P5,0.054316257,-0.237214353,5.035302546,-0.047110248,0.962425359,NA
RPL31P59,0.054603193,-0.237214355,5.031190606,-0.047148751,0.962394672,NA
RNU6-650P,0.054520048,-0.237214355,5.032379277,-0.047137615,0.962403549,NA
H3P32,0.055253325,-0.237214361,5.021975004,-0.047235273,0.962325715,NA
RNU4-57P,0.055582167,-0.237214364,5.017366189,-0.047278663,0.962291134,NA
LINC02314,0.056088265,-0.237214368,5.010340628,-0.047344958,0.962238297,NA
FAM224A,0.05630262,-0.23721437,5.007389304,-0.047372863,0.962216057,NA
ST13P14,0.05648766,-0.237214371,5.004853111,-0.04739687,0.962196924,NA
LINC00687,0.056695529,-0.237214373,5.002016626,-0.047423747,0.962175503,NA
MIR328,0.056864308,-0.237214374,4.999723269,-0.047445501,0.962158165,NA
RNU6-406P,0.056973632,-0.237214375,4.998242414,-0.047459558,0.962146962,NA
CCDC75P1,0.057068737,-0.237214376,4.996957108,-0.047471765,0.962137233,NA
RNA5SP91,0.057241825,-0.237214377,4.994624874,-0.047493933,0.962119566,NA
PGBD4P2,0.057231842,-0.237214377,4.994759144,-0.047492656,0.962120584,NA
GRAMD4P4,0.057249699,-0.237214377,4.994518995,-0.047494939,0.962118764,NA
EIF4EP3,0.057872977,-0.237214382,4.986674892,-0.047569651,0.96205922,NA
MIR1255B2,0.058080623,-0.237214383,4.983931201,-0.047595838,0.962038349,NA
RPS7P13,0.058448705,-0.237214386,4.979098187,-0.047642038,0.962001528,NA
MRPL35P4,0.058694925,-0.237214388,4.975886862,-0.047672786,0.961977023,NA
CACNA1C-IT1,0.058806544,-0.237214389,4.974436715,-0.047686683,0.961965947,NA
PABPC1P6,0.059074483,-0.237214391,4.970969923,-0.047719941,0.961939442,NA
BX005214.2,0.059050108,-0.237214391,4.971284482,-0.047716921,0.961941848,NA
HMGB1P38,0.059144858,-0.237214392,4.970062694,-0.047728652,0.961932499,NA
HMGB1P29,0.059140631,-0.237214392,4.970117142,-0.047728129,0.961932916,NA
RN7SL788P,0.059443157,-0.237214394,4.966232377,-0.047765464,0.961903161,NA
RNA5SP460,0.05976135,-0.237214396,4.962173513,-0.047804535,0.961872022,NA
RNU6-1195P,0.059991238,-0.237214398,4.959258145,-0.047832638,0.961849625,NA
OR7E93P,0.060177353,-0.237214399,4.956908293,-0.047855313,0.961831553,NA
RN7SL478P,0.060365254,-0.237214401,4.954545271,-0.047878138,0.961813363,NA
RN7SL318P,0.060879464,-0.237214404,4.948126199,-0.047940249,0.961763862,NA
MTND6P16,0.061432397,-0.237214408,4.941300289,-0.048006475,0.961711082,NA
RNU6-487P,0.061483791,-0.237214409,4.940669807,-0.048012601,0.9617062,NA
RNA5SP309,0.062708728,-0.237214417,4.925838337,-0.048157167,0.961590987,NA
MEF2BNBP1,0.063262241,-0.237214421,4.919256826,-0.048221597,0.961539638,NA
FABP5P15,0.063871069,-0.237214425,4.912101643,-0.04829184,0.961483658,NA
EIF4A2P5,0.064143434,-0.237214427,4.90892873,-0.048323054,0.961458782,NA
RNU6-502P,0.064220295,-0.237214428,4.908036442,-0.048331839,0.96145178,NA
RBPJP7,0.064863911,-0.237214432,4.900617468,-0.048405009,0.961393467,NA
LINC02558,0.065919522,-0.237214439,4.888649795,-0.048523508,0.96129903,NA
ANKRD60,0.06615112,-0.237214441,4.886056676,-0.048549261,0.961278506,NA
RPS17P8,0.066989325,-0.237214446,4.876767134,-0.048641741,0.961204804,NA
SMIM12P1,0.067279636,-0.237214448,4.873584077,-0.048673511,0.961179486,NA
RNU6-597P,0.06921944,-0.23721446,4.852753811,-0.048882443,0.961012981,NA
RNU7-60P,0.069453426,-0.237214461,4.850291315,-0.048907261,0.960993203,NA
OR12D3,0.070078245,-0.237214465,4.84376694,-0.048973138,0.960940703,NA
RPA2P3,0.07029633,-0.237214466,4.841507036,-0.048995997,0.960922486,NA
RAC1P1,0.070710475,-0.237214469,4.837239873,-0.04903922,0.960888041,NA
TRAJ57,0.071127114,-0.237214471,4.832978873,-0.049082456,0.960853585,NA
MTND4P5,0.071409273,-0.237214473,4.830111151,-0.049111597,0.960830361,NA
LINGO1-AS2,0.071704754,-0.237214474,4.827123403,-0.049141995,0.960806137,NA
RNA5SP335,0.071767064,-0.237214475,4.826495353,-0.04914839,0.960801041,NA
MTCYBP12,0.072126024,-0.237214477,4.822890633,-0.049185125,0.960771766,NA
RNA5SP271,0.073137651,-0.237214483,4.812852938,-0.049287706,0.960690016,NA
PRR13P7,0.073363883,-0.237214484,4.810632257,-0.049310459,0.960671885,NA
LINC02543,0.073566367,-0.237214485,4.808652037,-0.049330765,0.960655702,NA
RN7SL817P,0.073815645,-0.237214486,4.806223652,-0.04935569,0.960635839,NA
RN7SL60P,0.073937654,-0.237214487,4.805038861,-0.04936786,0.960626141,NA
RNA5SP355,0.074279972,-0.237214489,4.80172792,-0.049401901,0.960599013,NA
MIR4655,0.074579974,-0.237214491,4.79884212,-0.04943161,0.960575338,NA
LINC00366,0.075517309,-0.237214496,4.789919567,-0.049523691,0.960501958,NA
BMS1P3,0.075909751,-0.237214498,4.786225453,-0.049561915,0.960471497,NA
RN7SL303P,0.07668313,-0.237214502,4.779015832,-0.049636685,0.960411913,NA
LINC02425,0.076932732,-0.237214503,4.776708614,-0.04966066,0.960392806,NA
HMGB4,0.078226034,-0.23721451,4.764903803,-0.049783693,0.960294761,NA
TUBB8P3,0.081878834,-0.237214528,4.73285352,-0.050120826,0.960026104,NA
PUDPP3,0.082131129,-0.237214529,4.73070683,-0.05014357,0.96000798,NA
MTCO3P9,0.082177189,-0.237214529,4.730315824,-0.050147715,0.960004677,NA
RN7SL342P,0.083857486,-0.237214537,4.716238166,-0.050297404,0.959885392,NA
VN1R76P,0.084179974,-0.237214538,4.7135771,-0.0503258,0.959862764,NA
CLIC4P2,0.084945638,-0.237214542,4.707310369,-0.050392798,0.959809375,NA
GRIK2,36.17484374,-0.237251896,0.601227692,-0.39461239,0.693128968,0.959780777
WIPI2,5108.9363,-0.237269509,0.189452444,-1.252396142,0.210425552,0.804695809
VDAC3,5560.473714,-0.237274028,0.292412066,-0.811437202,0.417114642,0.895489889
SNAI3-AS1,108.7446998,-0.237309867,0.283585323,-0.836819991,0.402693759,0.891681588
GRAMD1B,242.169674,-0.237317694,0.388063379,-0.611543646,0.540839733,0.932199222
FCHSD1,837.5631932,-0.237373334,0.337390377,-0.703556917,0.481708749,0.917361579
LINC02324,1.422251486,-0.237409109,0.944087387,-0.251469421,0.801451201,NA
PDE4A,1356.845884,-0.237421705,0.405217532,-0.585911731,0.557934834,0.936745859
RPRD1B,2426.323734,-0.237433697,0.205869595,-1.153320853,0.248778714,0.82376975
HHLA3-AS1,3.119527005,-0.237436188,0.574395993,-0.413366721,0.679337953,NA
ZNF713,324.5743336,-0.237515667,0.356955186,-0.66539352,0.505798828,0.923621379
RPL37P6,26.59692023,-0.237520738,0.468329836,-0.507165506,0.612038695,0.946340461
NACC1,6136.78802,-0.237527552,0.240271908,-0.988578122,0.322869595,0.861069178
LINC01527,0.283497231,-0.237555768,2.774274754,-0.085628061,0.931762091,NA
BMS1P10,29.24532584,-0.237560529,0.503819286,-0.471519323,0.637269924,0.950808323
MIRLET7F1,0.485738924,-0.23757494,1.274848646,-0.186355408,0.852166059,NA
CFLAR-AS1,22.54663086,-0.237628988,0.497157825,-0.477974954,0.632668031,0.949553781
NONOP2,61.87146792,-0.237655744,0.433126606,-0.548698096,0.583212653,0.942389164
AKR1C4,2.801347539,-0.237714391,0.869746548,-0.273314555,0.784611428,NA
SNORA46,0.59945148,-0.23776797,1.029974501,-0.230848404,0.817432576,NA
TNFRSF10A,654.8039833,-0.237795585,0.320886998,-0.741057091,0.458658825,0.910742432
TTLL10-AS1,4.248706356,-0.237815723,0.568701372,-0.418173289,0.675820424,NA
RNU6-1313P,0.410924437,-0.237852319,3.803482725,-0.062535402,0.950136471,NA
LINC02735,0.349736541,-0.237913795,1.910724348,-0.124514976,0.900907544,NA
SEC13P1,2.048750156,-0.23798386,0.647620296,-0.367474369,0.713265207,NA
C2CD3,2477.51363,-0.238008416,0.321327817,-0.740702806,0.458873658,0.910742432
HMGN2P19,1.402989488,-0.238021443,0.844737029,-0.28176987,0.778119975,NA
ATP2B1,3005.484353,-0.238025471,0.305342774,-0.779535302,0.435664451,0.901837389
EVI5L,1342.412895,-0.238035605,0.248229191,-0.958934782,0.337591601,0.868089184
KCNH1,155.8100974,-0.238072543,0.847809826,-0.280808898,0.778856978,0.97274318
VSX2,4.538234465,-0.238113111,0.92947108,-0.256181302,0.797810846,NA
RHEB,3738.839537,-0.238120872,0.226053307,-1.053383714,0.292165165,0.846112175
DCAF12,4187.162131,-0.238152053,0.195973862,-1.215223552,0.22428084,0.813636486
CACNA1A,157.3120686,-0.238197556,0.529902414,-0.449512116,0.65306227,0.953943394
HOXC10,2266.714533,-0.238242484,0.529943887,-0.449561717,0.653026497,0.953943394
SIRT4,76.9253853,-0.238316979,0.275817723,-0.864037946,0.387567046,0.884341041
KRR1,2177.07749,-0.238323489,0.182063926,-1.309009941,0.190530983,0.791463027
PTGS1,1227.232637,-0.238345543,0.357585421,-0.666541557,0.50506501,0.923383603
NEURL3,121.6422033,-0.238374397,0.55985716,-0.42577717,0.670270224,0.955615216
NIBAN2,12998.32494,-0.238375815,0.262119546,-0.909416403,0.363130366,0.87893578
PRDM15,781.6739957,-0.238413981,0.178446883,-1.336050127,0.18153289,0.78308613
BRD7,3293.656557,-0.238553365,0.179240846,-1.330909611,0.183218754,0.785527359
ING1,1332.567169,-0.238556139,0.251114352,-0.949990063,0.342117302,0.870224934
SEC14L1P1,35.45749675,-0.238558019,0.351550825,-0.678587568,0.497399222,0.922463675
ZBTB18,4366.112667,-0.238628487,0.592590992,-0.40268666,0.687178749,0.958340543
TJAP1,1976.22865,-0.23868328,0.254419884,-0.938147116,0.348168812,0.872257072
FOXF2,234.6001347,-0.238781291,0.439458932,-0.543352913,0.586886839,0.943495646
DGUOK,2449.030698,-0.238810668,0.234717951,-1.017436745,0.30894571,0.855452035
POU5F1P5,0.483757491,-0.238817568,1.166300024,-0.204765123,0.837755637,NA
MIPEP,1512.248818,-0.238931372,0.29297452,-0.815536355,0.414765364,0.894518162
DUS4L,534.1605996,-0.238942409,0.264871588,-0.902106607,0.36700024,0.879277508
PRKCD,5287.471751,-0.239072228,0.295252338,-0.809721712,0.418100136,0.896211037
CCDC148,81.61933093,-0.239126445,0.407381999,-0.586983337,0.557214898,0.936745859
LINC01238,453.249484,-0.239135433,0.719781148,-0.332233533,0.739712925,0.965739045
BACH1,2145.869974,-0.239145997,0.303196732,-0.788748595,0.430258959,0.899655982
NAP1L1,19103.27416,-0.239169019,0.168175998,-1.422135273,0.154986985,0.758030275
XAGE3,0.982964286,-0.239237176,1.43711297,-0.166470682,0.867786554,NA
Z99297.1,0.680431067,-0.239240896,1.43145812,-0.167130909,0.867267046,NA
RN7SKP160,1.76028647,-0.239280739,0.607479772,-0.393890876,0.693661607,NA
NTHL1,1116.483715,-0.239284232,0.380002047,-0.629691955,0.528896147,0.929212888
RFX5,3778.458307,-0.239298126,0.231816456,-1.032274111,0.301943725,0.851139579
MRPS6,2374.562866,-0.239323702,0.266289996,-0.898733357,0.368794705,0.879853906
LDOC1,2899.974869,-0.239377566,0.326275792,-0.733666339,0.463152118,0.911817122
RP9,453.9362576,-0.239382678,0.230828281,-1.037059571,0.299708095,0.850016107
XYLT1,1390.635224,-0.239499906,0.366787037,-0.652967204,0.513777422,0.925516769
TBC1D32,347.3353589,-0.239536765,0.33101905,-0.72363438,0.469290229,0.915234872
H2AZ2,7993.482648,-0.239546391,0.166986199,-1.434528079,0.151421622,0.756687101
CIAO2A,2161.413219,-0.239557149,0.221077943,-1.083586835,0.27854803,0.837735553
DHX9P1,2.62106702,-0.239654864,0.609406752,-0.393259285,0.694127986,NA
TERF2IP,3719.077231,-0.239662532,0.200775431,-1.19368456,0.232601383,0.815413262
EIF4A1P6,0.756126638,-0.239679182,0.883178315,-0.271382549,0.786096822,NA
BMPER,97.25740759,-0.239734386,0.639662639,-0.374782535,0.707822204,0.96040143
ARPC3,10915.41806,-0.239760531,0.20859802,-1.14939025,0.250395099,0.824586413
FOLH1,205.6131177,-0.239764341,0.452965817,-0.529321047,0.596582757,0.944605987
HCFC1,6417.228661,-0.239805291,0.169727307,-1.412885734,0.157689324,0.761263745
PLS3,3483.87853,-0.239834766,0.368859674,-0.65020598,0.515559179,0.925516769
CHMP4BP1,19.10898198,-0.239874837,0.528623976,-0.453772147,0.649992833,0.953572029
ANKRD23,75.08657769,-0.239943875,0.303818413,-0.789760809,0.429667471,0.899655982
TBC1D22B,1199.555693,-0.240026306,0.214781916,-1.117534988,0.263765648,0.831281987
MRTO4,2646.971855,-0.240116354,0.217231324,-1.105348669,0.269008537,0.834380654
LINC02422,7.279917862,-0.240142677,0.832936617,-0.288308464,0.773110629,0.972304346
EIF2AK3-DT,135.2593541,-0.240143684,0.245275652,-0.97907673,0.327542069,0.864224471
RPS8P4,1.870321451,-0.240180101,0.625903346,-0.383733532,0.701175957,NA
NR2C1,821.0018228,-0.240289231,0.20485021,-1.172999677,0.240795935,0.81667064
RNU6-476P,1.728904949,-0.240299305,0.660089083,-0.36404072,0.715827602,NA
RNU6-833P,4.218179813,-0.240324544,0.63946308,-0.375822392,0.707048939,NA
PSMD14,3805.121203,-0.24036027,0.205236389,-1.171138664,0.241543045,0.817365773
SPACA5,0.582666672,-0.240425848,1.003072044,-0.239689512,0.810570966,NA
EIF4EP2,11.71154089,-0.240429323,0.415593421,-0.578520523,0.562912746,0.938256753
TRIM28,19350.83245,-0.240443388,0.225490823,-1.066311188,0.286282994,0.843055139
CLVS1,10.86791835,-0.240548492,0.505432543,-0.475926008,0.634127093,0.95035257
CCM2,3140.902119,-0.240607342,0.265007001,-0.907928248,0.363916132,0.879216659
RPL23AP55,1.431183127,-0.240709424,0.775290783,-0.310476313,0.75619877,NA
RN7SL606P,0.376821173,-0.240722341,1.881123921,-0.127967296,0.898174854,NA
INTS2,1079.489707,-0.240735158,0.343168278,-0.701507607,0.482986289,0.918150497
C17orf100,118.2763812,-0.240761314,0.265307667,-0.907479666,0.364153197,0.879216659
LINC02206,1.098434794,-0.240790442,0.926213122,-0.259973041,0.794884569,NA
SRRM1P3,3.252682172,-0.240865586,0.575096651,-0.41882627,0.675343104,NA
MTATP6P26,3.047500852,-0.240932459,0.574197822,-0.41959835,0.674778894,NA
ZNF581,1158.333738,-0.240982947,0.299641129,-0.804238549,0.42125922,0.898287313
PTH1R,149.9663526,-0.24103665,0.492431039,-0.489483057,0.624499747,0.946884305
HK2,5390.478711,-0.241040082,0.360770654,-0.668125523,0.504053471,0.923383603
SMCR5,2.077246559,-0.241052216,0.626739407,-0.384613147,0.700524052,NA
PCP2,198.7697416,-0.241067693,0.656125549,-0.367410922,0.713312526,0.96080586
U2AF1L5,20.35768604,-0.241115423,0.735254302,-0.327934733,0.742961012,0.966544194
DNASE1,1236.407244,-0.241217363,0.276327954,-0.872938694,0.382696494,0.882956397
SPACA3,1.96215497,-0.241227151,0.889336068,-0.271244088,0.786203306,NA
EIF4G2,45951.53849,-0.241280981,0.189240715,-1.274995084,0.202310982,0.800233089
ZNF252P,1995.328135,-0.241351991,0.261485219,-0.923004336,0.356004946,0.875931998
BTBD17,1.983829587,-0.241389719,1.205119547,-0.200303547,0.841243189,NA
RNF24,2865.767551,-0.241489582,0.283414774,-0.852071253,0.394174546,0.888446471
DUSP18,272.1307117,-0.241624755,0.189464759,-1.275301832,0.20220243,0.799991484
RNU7-181P,0.571435845,-0.241673103,2.0762519,-0.116398739,0.907336535,NA
GPR137,2001.204509,-0.241680335,0.270539801,-0.893326356,0.371682428,0.881018185
PRR3,922.1687759,-0.241681033,0.247130597,-0.977948648,0.328099723,0.864224471
KRT33A,4.29716872,-0.241732443,0.979928444,-0.24668377,0.805152968,NA
YAE1,599.8141389,-0.241796529,0.185101184,-1.306293801,0.191452664,0.791463027
MMP15,2253.375955,-0.241833863,0.399727754,-0.604996428,0.54518137,0.933926148
RPL17-C18orf32,0.963384178,-0.24186998,0.827803919,-0.292182695,0.770146942,NA
ZNF341,547.9536326,-0.24197458,0.163503348,-1.479936547,0.138890181,0.741207923
SSU72,7177.998418,-0.242022145,0.221159988,-1.094330614,0.273810003,0.837147781
MUSTN1,2.921255931,-0.242036666,0.59390343,-0.40753539,0.683614807,NA
VSIG10,1211.387686,-0.242153868,0.271329487,-0.892471623,0.372140196,0.881347499
PSMD10P2,1.003081008,-0.242178541,1.057121055,-0.229092534,0.818796996,NA
PXDN,12550.57792,-0.242213268,0.401715315,-0.602947558,0.546543577,0.93457792
LRCH3,1978.951649,-0.24225797,0.187753138,-1.290300511,0.19694634,0.795406487
MAP2K3,3066.541431,-0.242402003,0.292857759,-0.827712415,0.407833386,0.893006583
FBL,8533.669098,-0.242467167,0.343998916,-0.704848637,0.480904437,0.916909855
CDK11B,1705.576398,-0.242503331,0.15644329,-1.55010375,0.121116616,0.714345606
VAPB,4571.277055,-0.242542123,0.229349463,-1.057522089,0.290273379,0.845572023
PROP1,0.852583962,-0.242559009,1.0058229,-0.241154789,0.80943515,NA
SLC13A5,14.10308178,-0.242685616,0.638520406,-0.380074957,0.703889775,0.960324173
PLS1,652.5311481,-0.24276967,0.407843958,-0.595251357,0.551675466,0.936432303
ISY1,1332.914876,-0.242807574,0.25944581,-0.935870093,0.349340077,0.873175243
PRR35,1.044670997,-0.242847614,1.19261136,-0.203626783,0.838645162,NA
NDUFV1,7232.515602,-0.242862931,0.353924096,-0.68620061,0.492586613,0.921075705
DSCAM-AS1,649.6591377,-0.242922027,1.438706206,-0.168847556,0.865916551,0.985926374
LINS1,797.8056972,-0.242926858,0.14353297,-1.692481227,0.090554256,0.66526604
TTF1,1042.22397,-0.242973628,0.162686369,-1.493509445,0.135303884,0.737963986
STK17B,2639.565562,-0.24300467,0.303393199,-0.80095622,0.423156992,0.898438782
SLC15A4,1585.365914,-0.243039406,0.135861172,-1.78888054,0.073634056,0.632802758
PHBP11,1.361689567,-0.243059957,0.932035279,-0.260784074,0.794259027,NA
FLT3,456.4251426,-0.24314053,0.710447484,-0.342235753,0.732173481,0.963955342
TCP1P1,3.40917132,-0.243259293,0.544988357,-0.446356862,0.655339488,NA
SDAD1,1845.979927,-0.243287228,0.273531519,-0.889430323,0.373771854,0.882048342
AGO1,2656.187557,-0.243317576,0.219185419,-1.110099281,0.266956247,0.832632564
RAB22A,3711.825931,-0.243336213,0.234826015,-1.036240439,0.300089985,0.850016107
RCN2,3432.506418,-0.243370018,0.221643949,-1.098022388,0.272194713,0.836117562
COX11,1971.514213,-0.243477284,0.285849592,-0.851767122,0.394343358,0.88849644
BRD4,6539.772758,-0.243503963,0.227220641,-1.071663041,0.283871407,0.841199945
TECR,7960.873426,-0.243528464,0.303176051,-0.803257588,0.421825866,0.898438782
OSER1-DT,560.8299852,-0.243536904,0.258607512,-0.941724014,0.346333957,0.871939404
CD3G,311.1084771,-0.24357477,0.561861947,-0.433513555,0.664641721,0.955615216
EIF3B,13707.20438,-0.243671785,0.242472253,-1.00494709,0.314922328,0.857982502
GAS8,1268.554665,-0.243711456,0.261625049,-0.93152952,0.351579722,0.874045822
TMEM183B,24.07601486,-0.243753712,0.290069593,-0.840328382,0.400724292,0.890830401
OR2A9P,24.58386738,-0.243779717,0.540563149,-0.450973613,0.652008567,0.953572029
RPL32P33,0.950026284,-0.243806405,1.120675029,-0.21755317,0.827777276,NA
ARPC5L,3040.055325,-0.243836505,0.244770667,-0.996183522,0.319160984,0.860710319
CBX5,8730.565152,-0.243932782,0.297828266,-0.819038384,0.412764514,0.893996554
LINC01132,126.1799593,-0.243959702,0.435256293,-0.560496668,0.575140712,0.940179097
ST3GAL2,1498.462808,-0.243976466,0.222896609,-1.094572356,0.273704032,0.837044623
POLR2J4,142.9170355,-0.244011216,0.306023606,-0.797360763,0.42524154,0.898438782
ALDH1A2,234.956086,-0.244031324,0.631172635,-0.386631661,0.699028916,0.960164387
PELI1,1744.144729,-0.244071414,0.324854314,-0.751325759,0.452456631,0.908049256
UBA6,2998.768967,-0.244135277,0.243962024,-1.000710165,0.316966952,0.859492825
GNL3,5114.199052,-0.244197639,0.20841889,-1.171667498,0.241330577,0.817151227
RPN2,24441.62349,-0.244201997,0.229169693,-1.065594641,0.286606923,0.843246831
TEN1-CDK3,73.93867203,-0.244224887,0.393955649,-0.619929904,0.535303937,0.931204648
LINC01915,13.00996808,-0.244237977,0.562547951,-0.434163836,0.664169472,0.955615216
ADD3,3833.324704,-0.244358996,0.381732788,-0.640131013,0.522087428,0.927441043
ZNF777,1453.279589,-0.244383698,0.225422332,-1.084114848,0.27831388,0.837735553
DSTNP4,0.898273445,-0.244431805,1.064068869,-0.229714272,0.818313804,NA
DPYD-IT1,0.379372387,-0.24443658,1.49239328,-0.163788315,0.869897791,NA
PSMA5,5486.968166,-0.24446466,0.230713412,-1.059603156,0.289325177,0.845312894
GPAT4,6008.650733,-0.244468633,0.376326652,-0.649618175,0.51593889,0.925516769
SMC5-AS1,29.05133357,-0.244484968,0.270644075,-0.903344986,0.366342828,0.879240538
LINC02204,4.209376814,-0.244653668,0.627945309,-0.389609835,0.696825079,NA
RC3H2,3060.132614,-0.244700699,0.23301683,-1.050141741,0.29365295,0.847435363
FAT2,1066.089179,-0.244726011,0.758286619,-0.3227355,0.746895564,0.967246227
MTCO2P22,7.652380858,-0.2448237,0.724493905,-0.337923754,0.735420646,0.964444912
PPIAP58,3.610939654,-0.244856532,0.702734643,-0.348433843,0.72751439,NA
SIRT2,3127.935376,-0.244867904,0.23495169,-1.042205329,0.297316493,0.849126123
GPNMB,14851.46367,-0.244879248,0.346271625,-0.70718832,0.479449456,0.916587358
C11orf49,1726.37789,-0.244929651,0.215667253,-1.135683083,0.256089223,0.826546473
CMAS,2288.114337,-0.244944212,0.289595975,-0.845813593,0.397656741,0.890273137
LXN,1080.439457,-0.24516857,0.386138241,-0.634924347,0.525477757,0.928350995
